fighter_id,canonical_name,first_name,last_name,nickname,dob,height_cm,weight_lbs,reach_in,stance,ufc_url_slug
2297,Jovan Leka,Jovan,Leka,,2002-03-15,,265.0,,,182a73d5b4e57871
2298,Juan Adams,Juan,Adams,The Kraken,1992-01-16,195.6,265.0,80.0,Orthodox,83b00f7597e5ac83
2299,Juan Alcain,Juan,Alcain,,,,,,,39f62b833e4cf126
2300,Juan Andres Luna,Juan Andres,Luna,,1995-08-20,170.2,125.0,72.0,Orthodox,1fd9f744105024a8
2301,Juan Cabrera,Juan,Cabrera,Papi Juancho,2004-02-19,,185.0,,,601f8439a0277670
2302,Juan Diaz,Juan,Diaz,Pegajoso,1998-06-03,,135.0,,,74939a16c7b56f33
2303,Juan Espino,Juan,Espino,El Guapo,1980-10-09,190.5,255.0,80.0,Orthodox,ccf5dc41417e9daf
2304,Juan Manuel Puig,Juan Manuel,Puig,Fenix,1989-04-23,175.3,145.0,,Orthodox,85d0fafb8b75d634
2305,Juan Miranda,Juan,Miranda,,,,155.0,,,be8ad887e4d674b0
2306,Juan Mott,Juan,Mott,,,182.9,190.0,,Switch,5da4e8dc02e50ac0
2307,Juan Puerta,Juan,Puerta,Leadfeather,1988-01-20,175.3,125.0,71.0,Southpaw,fdba548aff9763d9
2308,Juancamilo Ronderos,Juancamilo,Ronderos,100,1995-02-17,160.0,125.0,64.0,Southpaw,4a043165cf47cab2
2309,Jules Bruchez,Jules,Bruchez,,1977-08-16,182.9,205.0,,Southpaw,d1dcd4e96464a53d
2310,Julia Avila,Julia,Avila,Raging Panda,1988-05-11,170.2,135.0,68.0,Orthodox,86d9dbe1bfcbade7
2311,Julia Budd,Julia,Budd,,1983-07-04,170.2,145.0,67.0,,dcdc4503b9d49977
2312,Julia Polastri,Julia,Polastri,Psycho,1998-03-05,157.5,115.0,63.0,Orthodox,abb68e3c7ca128f2
2313,Julian Erosa,Julian,Erosa,Juicy J,1989-07-31,185.4,145.0,74.0,Southpaw,902ec2cc48c8ae8a
2314,Julian Marquez,Julian,Marquez,The Cuban Missile Crisis,1990-05-08,188.0,185.0,72.0,Orthodox,d0e1b42d41dab603
2315,Julian Sanchez,Julian,Sanchez,,,190.5,300.0,,Orthodox,c6da1c24fe473418
2316,Juliana Lima,Juliana,Lima,Ju Thai,1982-03-15,165.1,115.0,65.0,Orthodox,75a6a390fd5dca46
2317,Juliana Miller,Juliana,Miller,Killer,1996-05-07,170.2,125.0,66.0,Orthodox,aa0c573da7119292
2318,Julianna Pena,Julianna,Pena,The Venezuelan Vixen,1989-08-19,167.6,135.0,69.0,Orthodox,3253b16d38ae087d
2319,Julie Kedzie,Julie,Kedzie,,1981-03-18,165.1,135.0,,Orthodox,981ab7a0576f76a0
2320,Julien Leblanc,Julien,Leblanc,,1992-01-21,,185.0,,,cd0dfd9846bd03b9
2321,Julieta Martinez,Julieta,Martinez,The Ninja Ferret,2004-09-14,154.9,115.0,62.0,Orthodox,f77afa72da84c9a8
2322,Julija Stoliarenko,Julija,Stoliarenko,,1993-04-08,170.2,125.0,66.0,Orthodox,a78a87d8c2bbb1cb
2323,Julio Arce,Julio,Arce,,1989-10-27,170.2,145.0,70.0,Southpaw,1291edf2d566a71a
2324,Julio Cesar Neves Jr.,Julio Cesar,Neves Jr.,Morceguinho,1994-04-25,172.7,145.0,,,195d0d3e14a2e256
2325,Julio Paulino,Julio,Paulino,The Dominican Demon,1975-12-04,182.9,170.0,,Orthodox,60c72f7459827881
2326,Julius Anglickas,Julius,Anglickas,,1991-07-23,190.5,205.0,,Orthodox,e20ad078a7d63361
2327,Julius Walker,Julius,Walker,Juice Box,1999-07-16,193.0,205.0,78.0,Orthodox,6add18754930182b
2328,Jumabieke Tuerxun,Jumabieke,Tuerxun,The Wild Wolf,1986-04-17,170.2,135.0,,Orthodox,1ed32eaaba9ffe10
2329,JunYong Park,JunYong,Park,The Iron Turtle,1991-02-27,177.8,185.0,73.0,Orthodox,285ae0b4a68221f4
2330,JunYoung Hong,JunYoung,Hong,Drunken Red,1990-12-18,175.3,145.0,69.0,Orthodox,b24666e26bd750a3
2331,JungHyun Lee,JungHyun,Lee,The Phenom,2002-09-10,165.1,125.0,65.0,Orthodox,b6033505c245e28b
2332,Junie Browning,Junie,Browning,,1984-05-12,175.3,155.0,,Orthodox,d74cba8566291bfa
2333,Junior Albini,Junior,Albini,Baby,1991-03-15,190.5,264.0,74.0,Orthodox,c482c8605455a213
2334,Junior Assuncao,Junior,Assuncao,,1981-06-24,175.3,145.0,72.0,Orthodox,d0d7160824278840
2335,Junior Barata,Junior,Barata,,1982-01-25,177.8,170.0,,Orthodox,06dced58ca24a6bd
2336,Junior Dos Santos,Junior,Dos Santos,Cigano,1984-01-30,193.0,238.0,77.0,Orthodox,63def5a5662a6917
2337,Junior Tafa,Junior,Tafa,The Juggernaut,1996-09-21,190.5,205.0,75.0,Orthodox,c15fa95b9a12fde4
2338,Junya Kudo,Junya,Kudo,,,,135.0,,Orthodox,487c170da059857d
2339,Junye Gao,Junye,Gao,,,,125.0,,,8b27d25ce0221d60
2340,Jussier Formiga,Jussier,Formiga,,1985-04-14,165.1,125.0,67.0,Orthodox,b102c26727306ab6
2341,Justice Torres,Justice,Torres,,1997-10-19,170.2,145.0,66.0,Southpaw,01762e1d4ff4dc51
2342,Justin Bruckmann,Justin,Bruckmann,Loaf,,175.3,170.0,,Orthodox,5f8e00c27b7e7410
2343,Justin Buchholz,Justin,Buchholz,,1983-08-22,182.9,155.0,73.0,Orthodox,231926533134ec1f
2344,Justin Burlinson,Justin,Burlinson,,1997-05-19,185.4,170.0,74.0,Switch,dadd80ef954e54ed
2345,Justin Davis,Justin,Davis,Dangerous,1983-04-01,180.3,205.0,,,20697b334f6c0a45
2346,Justin DeMoney,Justin,DeMoney,,1985-07-01,,170.0,,,985bca5a097fb3f4
2347,Justin Edwards,Justin,Edwards,Fast Eddy,1983-01-26,177.8,155.0,70.0,Orthodox,e56daf7725a0b5ab
2348,Justin Eilers,Justin,Eilers,The Hammer,1978-06-28,185.4,235.0,,Orthodox,27fc9218a3653e3c
2349,Justin Frazier,Justin,Frazier,The Grizzly Bear,1989-06-15,182.9,265.0,75.0,Southpaw,78863e4a28204a6b
2350,Justin Gaethje,Justin,Gaethje,The Highlight,1988-11-14,180.3,155.0,70.0,Orthodox,9e8f6c728eb01124
2351,Justin Gonzales,Justin,Gonzales,J-Train,1991-04-28,175.3,145.0,72.0,Orthodox,94535f76f43b466a
2352,Justin Governale,Justin,Governale,The Therapist,,,145.0,,,ae954fd497025462
2353,Justin Guthrie,Justin,Guthrie,,1981-01-19,185.4,170.0,,,a789defa9086da46
2354,Justin Haskins,Justin,Haskins,,1979-08-30,177.8,170.0,,Orthodox,77940e45bc86208e
2355,Justin Hawes,Justin,Hawes,The Hawk,1979-01-13,180.3,205.0,,,5c7fc58e782b6842
2356,Justin James,Justin,James,,1976-11-08,177.8,155.0,,Orthodox,1ea8df62b3f8fea6
2357,Justin Jaynes,Justin,Jaynes,The Guitar Hero,1989-08-10,170.2,145.0,68.0,Orthodox,304a21d0595e1a08
2358,Justin Jones,Justin,Jones,Black Dynamite,1987-09-06,180.3,185.0,,Orthodox,9b75954db8db2a08
2359,Justin Lawrence,Justin,Lawrence,The American Kidd,1990-05-15,172.7,145.0,67.0,Orthodox,879f6cae48d25baa
2360,Justin Ledet,Justin,Ledet,El Blanco,1988-09-28,193.0,205.0,80.0,Orthodox,ba1e6cb3d43f7430
2361,Justin Levens,Justin,Levens,The Executioner,1980-04-18,180.3,185.0,,Orthodox,8c3f3c43c8ceb778
2362,Justin Martin,Justin,Martin,,,182.9,185.0,,,3da19339ee7051d5
2363,Justin McCully,Justin,McCully,The Insane One,1976-02-18,185.4,225.0,73.0,Orthodox,75f871836d41f90f
2364,Justin McElfresh,Justin,McElfresh,,1980-01-04,198.1,205.0,,Orthodox,49c29e57d4e2be6f
2365,Justin Patterson,Justin,Patterson,The Tactician,1985-12-07,177.8,170.0,,,2dc7c49cfaeb867c
2366,Justin Pennington,Justin,Pennington,,,162.6,,,,0699c4b2a7c3c76f
2367,Justin Robbins,Justin,Robbins,,1980-07-29,165.1,135.0,,,3b2485c8d5c8b580
2368,Justin Salas,Justin,Salas,J-Bomb,1982-03-13,172.7,155.0,70.0,Southpaw,9b198c73e3d0d289
2369,Justin Scoggins,Justin,Scoggins,,1992-05-02,170.2,125.0,66.0,Southpaw,9fa568ad2bf2cb0b
2370,Justin Smitley,Justin,Smitley,,,,145.0,,,c5776fa8f4bf77aa
2371,Justin Sumter,Justin,Sumter,,1989-11-16,188.0,185.0,80.0,Southpaw,31f9a1f56cbb6ac5
2372,Justin Tafa,Justin,Tafa,Bad Man,1993-12-13,182.9,264.0,74.0,Southpaw,e13abac8089a801a
2373,Justin Wilcox,Justin,Wilcox,Silverback,1979-03-12,167.6,155.0,,Orthodox,4a482a0100cfcd0a
2374,Justin Willis,Justin,Willis,Big Pretty,1987-07-19,185.4,264.0,78.0,Southpaw,ce1e867808ef5fce
2375,Justin Wren,Justin,Wren,The Viking,1987-04-27,188.0,265.0,,Orthodox,e78f601035d677f2
2376,Justine Kish,Justine,Kish,,1988-04-13,165.1,125.0,64.0,Orthodox,928ae2e5b5f7a9ec
2377,Jutaro Nakao,Jutaro,Nakao,,1970-11-30,175.3,170.0,,Southpaw,95eb112a85601a0a
2378,KB Bhullar,KB,Bhullar,The Bengal,1991-10-12,193.0,185.0,78.0,Switch,9cd047a828dd7515
2379,KJ Noons,KJ,Noons,King,1982-12-07,177.8,155.0,70.0,Orthodox,b7ffa72aa148599a
2380,Kaan Ofli,Kaan,Ofli,Genghis,1993-06-19,170.2,145.0,66.0,Orthodox,7facc9c45d792985
2381,Kai Asakura,Kai,Asakura,,1993-10-31,172.7,125.0,69.0,Orthodox,d33da8a3d82bdb62
2382,Kai Kamaka III,Kai,Kamaka III,Da Fighting Hawaiian,1995-01-05,170.2,145.0,69.0,Orthodox,eee0ef3e2b14816b
2383,Kai Kara-France,Kai,Kara-France,Don't Blink,1993-03-26,162.6,125.0,69.0,Orthodox,853eb0dd5c0e2149
2384,Kai Yoshida,Kai,Yoshida,Scorpion,1999-10-10,175.3,125.0,69.0,Southpaw,2e517966267a468a
2385,Kaik Brito,Kaik,Brito,,1997-03-26,180.3,170.0,72.0,Orthodox,b07f14fc0e53f8bd
2386,Kailan Hill,Kailan,Hill,,1994-12-01,185.4,185.0,77.0,Southpaw,bc7efc037c5f6550
2387,Kailin Curran,Kailin,Curran,,1991-04-11,162.6,115.0,65.0,Orthodox,05b43e0ead3df345
2388,Kain Royer,Kain,Royer,,,,185.0,,,712aa894b3a344df
2389,Kaitlin Young,Kaitlin,Young,,1985-09-15,175.3,135.0,,Orthodox,79ff6545b0abc685
2390,Kaito Oda,Kaito,Oda,,1998-02-13,,125.0,,,629bac37f70891fb
2391,Kaiwen,,Kaiwen,The Underdog,1995-10-16,172.7,145.0,71.0,Switch,0565706b1e7f7e7c
2392,Kajan Johnson,Kajan,Johnson,Ragin',1984-04-21,180.3,155.0,75.0,Orthodox,633a45d131192ffe
2393,Kaleio Romero,Kaleio,Romero,KO,1996-04-19,177.8,145.0,69.0,Switch,33df417d0017eb0c
2394,Kaleo Kwan,Kaleo,Kwan,Leo Boy,1970-08-01,170.2,155.0,,,2545c7f47a65bca3
2395,Kali Robbins,Kali,Robbins,Pop Tart,1984-07-05,160.0,115.0,63.0,Orthodox,610caee730f9b89e
2396,Kalib Starnes,Kalib,Starnes,,1975-01-06,190.5,185.0,74.0,Orthodox,c8136ab8aa32c974
2397,Kalindra Faria,Kalindra,Faria,,1986-07-23,170.2,125.0,,Switch,27b164b0d1833df0
2398,Kaline Medeiros,Kaline,Medeiros,The Dark Angel,,160.0,115.0,,,263af068bd986548
2399,Kaloyan Kolev,Kaloyan,Kolev,,1992-10-17,188.0,205.0,73.0,Orthodox,33de378ce1734638
2400,Kamal Shalorus,Kamal,Shalorus,Prince of Persia,1972-08-27,172.7,155.0,68.0,Orthodox,ece280745f8727b8
2401,Kamaru Usman,Kamaru,Usman,The Nigerian Nightmare,1987-05-11,182.9,170.0,76.0,Switch,f1b2aa7853d1ed6e
2402,Kamuela Kirk,Kamuela,Kirk,The Jawaiian,1994-04-13,177.8,155.0,75.0,Switch,c7d7fda69ec410d3
2403,Kanako Murata,Kanako,Murata,,1993-08-10,154.9,115.0,62.0,Orthodox,e0b0cf71e0d69dd0
2404,Kantharaj Agasa,Kantharaj,Agasa,Kannadiga,1992-02-16,,135.0,,,26f4288e83188c61
2405,Karen Darabedyan,Karen,Darabedyan,,1986-12-18,170.2,155.0,68.0,Orthodox,d2fa318f34d0aadc
2406,Karine Gevorgyan,Karine,Gevorgyan,The Princess,1989-03-09,162.6,125.0,63.0,,2db0c114414d4f06
2407,Karine Silva,Karine,Silva,Killer,1993-12-02,165.1,125.0,67.0,Orthodox,9d62c2d8ee151f08
2408,Karl Amoussou,Karl,Amoussou,The Psycho,1985-11-21,180.3,185.0,,Orthodox,23a8c33869bf5392
2409,Karl Reed,Karl,Reed,No Worries,1988-10-27,190.5,205.0,78.0,Orthodox,11337d069261bf3a
2410,Karl Roberson,Karl,Roberson,Baby K,1990-10-04,185.4,205.0,74.0,Southpaw,37d5b176d438d2a5
2411,Karl Williams,Karl,Williams,,1990-01-06,190.5,235.0,79.0,Orthodox,d35f734c56a89103
2412,Karl Willis,Karl,Willis,,,,,,,95883dbdab4fcf0f
2413,Karla Benitez,Karla,Benitez,,,160.0,113.0,,,6104730621ff318d
2414,Karlos Vemola,Karlos,Vemola,,1985-07-03,182.9,185.0,75.0,Orthodox,d23ccf4a6c221284
2415,Karo Parisyan,Karo,Parisyan,The Heat,1982-08-28,177.8,170.0,72.0,Orthodox,349aaa3da11eb587
2416,Karol Rosa,Karol,Rosa,,1994-12-30,165.1,135.0,67.0,Orthodox,351c4ec637380ad5
2417,Karolina Kowalkiewicz,Karolina,Kowalkiewicz,,1985-10-15,160.0,115.0,64.0,Orthodox,d7c3816669784109
2418,Karolina Wojcik,Karolina,Wojcik,Polish Assassin,1994-12-09,157.5,115.0,,Orthodox,b99b3620839ea911
2419,Kasey Tanner,Kasey,Tanner,,1992-01-11,170.2,135.0,69.0,Orthodox,078b732efa497f49
2420,Kasib Murdoch,Kasib,Murdoch,Murder,,,135.0,,,3a51f8d30900b580
2421,Kathryn Paprocki,Kathryn,Paprocki,,1993-04-28,160.0,115.0,63.0,Orthodox,bd381cde8426077a
2422,Katlyn Cerminara,Katlyn,Cerminara,Blonde Fighter,1988-12-28,175.3,125.0,68.0,Orthodox,e872e9a9a902c045
2423,Katsuaki Furuki,Katsuaki,Furuki,,1980-11-10,182.9,168.0,,,c3e2eca94b2320bc
2424,Katsuhiko Nagata,Katsuhiko,Nagata,,1973-10-31,170.2,154.0,,Southpaw,d5ae8074631762fc
2425,Katsuhisa Fujii,Katsuhisa,Fujii,Shamoji,1972-08-15,182.9,205.0,,Orthodox,d71d968dc6ecfdaf
2426,Katsunori Kikuno,Katsunori,Kikuno,,1981-10-31,172.7,145.0,66.0,Orthodox,44470bfd9483c7ad
2427,Katsuya Inoue,Katsuya,Inoue,,1979-08-10,175.3,168.0,,Southpaw,b5882371e2a3900d
2428,Katsuyori Shibata,Katsuyori,Shibata,,1979-11-17,182.9,168.0,,Orthodox,d4da8995fc91e7ef
2429,Kaue Fernandes,Kaue,Fernandes,,1995-03-17,175.3,155.0,73.0,Orthodox,ec13c393d029297d
2430,Kaushik Saikumar,Kaushik,Saikumar,The Pride of Chennai,1997-12-11,177.8,135.0,71.0,Orthodox,6a6c4709ebc5499a
2431,Kay Hansen,Kay,Hansen,,1999-08-14,157.5,115.0,63.0,Orthodox,4100c7a09497ad41
2432,Kayla Harrison,Kayla,Harrison,,1990-07-02,172.7,135.0,66.0,Southpaw,1af1170ed937cba7
2433,Kaynan Kruschewsky,Kaynan,Kruschewsky,Bahia,1991-04-04,182.9,155.0,73.0,Orthodox,ca36633b80be4a78
2434,Kazuhiro Hamanaka,Kazuhiro,Hamanaka,,1978-10-24,182.9,185.0,,Southpaw,1b4d6971bb18b82c
2435,Kazuhiro Nakamura,Kazuhiro,Nakamura,Kaz,1979-07-16,180.3,205.0,70.0,Orthodox,b034747dc1d15491
2436,Kazuhisa Watanabe,Kazuhisa,Watanabe,,1983-05-18,167.6,139.0,,,951ffadfc4e917ea
2437,Kazuki Okubo,Kazuki,Okubo,,,180.3,175.0,,Orthodox,33454ad90754cb49
2438,Kazuki Tokudome,Kazuki,Tokudome,,1987-03-04,180.3,155.0,73.0,Southpaw,c4af2feb4b58bc3b
2439,Kazula Vargas,Kazula,Vargas,,1985-08-15,172.7,155.0,71.0,Southpaw,ec18eb918121787c
2440,Kazuma Maruyama,Kazuma,Maruyama,Gluttony,1992-07-19,180.3,155.0,72.0,Orthodox,aa1a873d05acc7eb
2441,Kazunari Murakami,Kazunari,Murakami,,1973-11-29,185.4,220.0,,Orthodox,cfbccfed4e4796fe
2442,Kazunori Yokota,Kazunori,Yokota,,1978-04-03,172.7,154.0,,Orthodox,a8e8587a06e73c87
2443,Kazuo Misaki,Kazuo,Misaki,Hitman,1976-04-25,172.7,183.0,,Orthodox,5e7a28f20927d64a
2444,Kazushi Sakuraba,Kazushi,Sakuraba,The Gracie Hunter,1969-07-14,182.9,185.0,,Southpaw,9b5b5a75523728f3
2445,Kazuyuki Fujita,Kazuyuki,Fujita,Ironhead,1970-10-16,182.9,235.0,,Orthodox,b1605ea39fba6af6
2446,Kazuyuki Miyata,Kazuyuki,Miyata,,,172.7,139.0,,Orthodox,af70d268e5352186
2447,Keenan Raymond,Keenan,Raymond,,,,165.0,,,bdd16cd6b29cb499
2448,Keigo Kunihara,Keigo,Kunihara,,,182.9,235.0,,Orthodox,782a2a17d3e38fdf
2449,Keiichiro Nakamura,Keiichiro,Nakamura,,1998-12-02,177.8,145.0,70.0,Southpaw,3618e0632ecdba9c
2450,Keiichiro Yamamiya,Keiichiro,Yamamiya,,1972-07-12,180.3,185.0,,Southpaw,6014d25e73b669c9
2451,Keisuke Fujiwara,Keisuke,Fujiwara,,,167.6,139.0,,Switch,ccd58ff71e260ed5
2452,Keisuke Sasu,Keisuke,Sasu,Sasuke,1994-09-30,165.1,145.0,69.0,Switch,b7bcf6dfbbb7c16c
2453,Keita Nakamura,Keita,Nakamura,K-Taro,1984-05-22,180.3,170.0,73.0,Southpaw,65ddc8a9ac4e8531
2454,Keith Berish,Keith,Berish,Sha Bang Bang,1985-11-14,182.9,205.0,,Orthodox,e3779ef06e98f185
2455,Keith Berry,Keith,Berry,,1987-10-25,185.4,185.0,,,0b935b9bbbe5fc07
2456,Keith Hackney,Keith,Hackney,The Giant Killer,,180.3,200.0,,Sideways,bf12aca029bfcc47
2457,Keith Jardine,Keith,Jardine,The Dean of Mean,1975-10-31,188.0,185.0,76.0,Orthodox,b9d0fd83bb8a147a
2458,Keith Mielke,Keith,Mielke,,,172.7,185.0,,,f62850b3c7480db9
2459,Keith Rockel,Keith,Rockel,Rock,,182.9,185.0,,Orthodox,c75b99887c8c3f5a
2460,Keith Wisniewski,Keith,Wisniewski,The Polish Connection,1981-10-25,182.9,170.0,,Orthodox,cd12227edd3f134b
2461,Kelly Dullanty,Kelly,Dullanty,Psycho,1977-11-04,172.7,155.0,,Orthodox,1a225f04aa6e0739
2462,Kelly Faszholz,Kelly,Faszholz,,1985-04-09,172.7,135.0,,Orthodox,9c42a0de8e012870
2463,Kelly Kobold,Kelly,Kobold,Blood Red,1983-02-25,167.6,135.0,,Orthodox,c398235fcaf8d71d
2464,Kelly Velasco,Kelly,Velasco,Killer,1995-05-21,175.3,135.0,,Orthodox,93c9897f0f9f5dab
2465,Kelvin Gastelum,Kelvin,Gastelum,,1991-10-24,175.3,185.0,71.0,Southpaw,8c0580d4fff106c1
2466,Kemran Lachinov,Kemran,Lachinov,,,,170.0,,,eb84192d1a97f69e
2467,Ken Cross,Ken,Cross,The Boss,1994-10-04,182.9,155.0,72.0,Southpaw,923767209632e08a
2468,Ken Kaneko,Ken,Kaneko,,,182.9,161.0,,Orthodox,5345f86680378fc1
2469,Ken Shamrock,Ken,Shamrock,The World's Most Dangerous Man,1964-02-11,185.4,205.0,72.0,Orthodox,63b65af1c5cb02cb
2470,Ken Stone,Ken,Stone,,1982-10-08,172.7,135.0,71.0,Southpaw,fbf0947399d14323
2471,Kendall Grove,Kendall,Grove,Da Spyder,1982-11-12,198.1,185.0,79.0,Orthodox,234f3767ff0e5701
2472,Kengo Ura,Kengo,Ura,Uraken,1981-06-20,175.3,165.0,,,58258914525740a5
2473,Kengo Watanabe,Kengo,Watanabe,,1976-01-31,193.0,220.0,,Orthodox,2abe38b81d68a24a
2474,Kenichi Yamamoto,Kenichi,Yamamoto,,1976-07-11,182.9,170.0,,Orthodox,9f488f520ed25bbf
2475,Kenji Arai,Kenji,Arai,,1979-10-05,177.8,145.0,,Southpaw,269d103c96a4c3a5
2476,Kenji Osawa,Kenji,Osawa,,1976-11-04,170.2,135.0,66.0,Orthodox,8eb239a52fc4ec14
2477,Kennedy Freeman,Kennedy,Freeman,The Machine 2.0,1996-11-26,,125.0,,,63d071997c75e3fd
2478,Kennedy Nzechukwu,Kennedy,Nzechukwu,Chosen,1992-06-13,195.6,236.0,83.0,Southpaw,8667caa0451d245b
2479,Kenneth Alexander,Kenneth,Alexander,The Machine,1977-09-25,175.3,155.0,,Orthodox,8fd76e1b49c00ae2
2480,Kenneth Bergh,Kenneth,Bergh,,1989-06-26,188.0,205.0,74.0,Orthodox,aa8189053b3a8994
2481,Kenneth Seegrist,Kenneth,Seegrist,,,182.9,185.0,,Orthodox,55e94a9b525dcf45
2482,Kenny Ento,Kenny,Ento,Tha' Dragon,,188.0,192.0,,,daf9be103c1edbbd
2483,Kenny Florian,Kenny,Florian,KenFlo,1976-05-26,177.8,145.0,74.0,Southpaw,cb139171ed1b69fe
2484,Kenny Giddens,Kenny,Giddens,,,180.3,155.0,,,db8b800176d26f6e
2485,Kenny Robertson,Kenny,Robertson,,1984-02-14,177.8,170.0,74.0,Orthodox,6e0273f9478be71e
2486,Kento Imai,Kento,Imai,,1999-08-10,,125.0,,,3abe2b6b2d9b7efc
2487,Kenyon Jackson,Kenyon,Jackson,,,182.9,185.0,,,56c5132870a526d5
2488,Kerry Schall,Kerry,Schall,Meat Truck,1971-08-09,188.0,265.0,,Orthodox,030f08370fd1c2bb
2489,Kerry Vera,Kerry,Vera,,,170.2,135.0,,Orthodox,df0a1c1e11ad199b
2490,Kestutis Smirnovas,Kestutis,Smirnovas,,,177.8,200.0,,Orthodox,1979c80150f630c4
2491,Ketlen Souza,Ketlen,Souza,Esquentadinha,1994-08-18,160.0,115.0,63.0,Orthodox,8bd4200561c77a62
2492,Ketlen Vieira,Ketlen,Vieira,Fenomeno,1991-08-26,172.7,135.0,68.0,Orthodox,b9706f80d005036c
2493,Kevin Aguilar,Kevin,Aguilar,Angel of Death,1988-09-07,170.2,155.0,73.0,Orthodox,cf946e03ba2e7666
2494,Kevin Borjas,Kevin,Borjas,El Gallo Negro,1997-12-06,165.1,125.0,68.0,Orthodox,34b96d52db1d26e6
2495,Kevin Burns,Kevin,Burns,The Fire,1980-03-03,177.8,170.0,74.0,Orthodox,a6d8bfe9e0c8153b
2496,Kevin Casey,Kevin,Casey,King,1981-06-15,180.3,185.0,77.0,Southpaw,8d9586726252dbf7
2497,Kevin Christian,Kevin,Christian,,1995-01-21,200.7,205.0,80.0,Orthodox,7e9b36a9847db116
2498,Kevin Croom,Kevin,Croom,Crash,1987-07-15,180.3,135.0,73.0,Orthodox,35b3772629e27a49
2499,Kevin Engel,Kevin,Engel,The Hitman,,188.0,170.0,,,d2f310b5b072e986
2500,Kevin Ferguson,Kevin,Ferguson,Kimbo Slice,1974-02-08,188.0,235.0,77.0,Orthodox,27541033b97c076d
2501,Kevin Gray,Kevin,Gray,Pocket Herc,1985-05-03,162.6,125.0,67.0,Orthodox,bb0d290026d7681d
2502,Kevin Haley,Kevin,Haley,The North Woods Nightmare,,188.0,205.0,,,439d4bbefd4e6940
2503,Kevin Holland,Kevin,Holland,Trailblazer,1992-11-05,190.5,170.0,81.0,Orthodox,3a46b268013afede
2504,Kevin Jackson,Kevin,Jackson,,,177.8,199.0,,Switch,13b2f59210dda9cc
2505,Kevin Jordan,Kevin,Jordan,The Shaman,1970-12-31,190.5,245.0,,Orthodox,02e52b3a595f0786
2506,Kevin Jousset,Kevin,Jousset,Air,1993-05-02,188.0,170.0,75.0,Orthodox,dda15dbfafb792df
2507,Kevin Knabjian,Kevin,Knabjian,,1984-07-05,177.8,170.0,,Orthodox,1fac46d466abd5b8
2508,Kevin Lee,Kevin,Lee,The Motown Phenom,1992-09-04,175.3,170.0,77.0,Orthodox,ee9ebceabfd16fa7
2509,Kevin Natividad,Kevin,Natividad,Quicksand,1993-04-02,167.6,135.0,70.0,Orthodox,0c258d1d8e16e5f1
2510,Kevin Randleman,Kevin,Randleman,The Monster,1971-08-10,177.8,205.0,,Orthodox,6859f67468ba8489
2511,Kevin Roddy,Kevin,Roddy,K-Rod,,180.3,145.0,,,1abf785143f8d5ec
2512,Kevin Rosier,Kevin,Rosier,,,193.0,275.0,,Orthodox,598a58db87b890ee
2513,Kevin Syler,Kevin,Syler,El Nino Bala,1993-07-29,175.3,155.0,71.0,Switch,9094a881a7513de3
2514,Kevin Szaflarski,Kevin,Szaflarski,,1994-12-30,195.6,260.0,77.0,Orthodox,d2d05dda5f887f87
2515,Kevin Vallejos,Kevin,Vallejos,El Chino,2001-12-08,170.2,145.0,68.0,Switch,239d8e5359022f3b
2516,Khabib Nurmagomedov,Khabib,Nurmagomedov,The Eagle,1988-09-20,177.8,155.0,70.0,Orthodox,032cc3922d871c7f
2517,Khadis Ibragimov,Khadis,Ibragimov,,1995-05-21,190.5,205.0,78.0,Orthodox,c3218c810959d279
2518,Khadzhi Bestaev,Khadzhi,Bestaev,Best,1988-07-16,198.1,185.0,76.0,,e05f4ce199baca91
2519,Khalid Murtazaliev,Khalid,Murtazaliev,,1993-07-15,182.9,185.0,76.0,Orthodox,231cae8b77fbbcc1
2520,Khalid Taha,Khalid,Taha,The Warrior,1992-02-15,165.1,135.0,69.0,Orthodox,b4537562f88ac582
2521,Khalil Rountree Jr.,Khalil,Rountree Jr.,,1990-02-26,185.4,205.0,76.0,Southpaw,749f572d1d3161fb
2522,Khama Worthy,Khama,Worthy,The Death Star,1986-10-15,180.3,155.0,74.0,Orthodox,78e501478a36a018
2523,Khamzat Chimaev,Khamzat,Chimaev,Borz,1994-05-01,188.0,185.0,75.0,Orthodox,767755fd74662dbf
2524,Khaos Williams,Khaos,Williams,The OxFighter,1994-03-30,182.9,170.0,77.0,Orthodox,2558ae2e5671e318
2525,Khomkrit Niimi,Khomkrit,Niimi,The Bumblebee,,157.5,125.0,,,52a003d768f10d91
2526,Khusein Askhabov,Khusein,Askhabov,Nohcho,1995-02-13,172.7,145.0,69.0,Orthodox,5c10da56d712ac9c
2527,Kiefer Crosbie,Kiefer,Crosbie,BDK,1990-04-05,180.3,170.0,70.0,Switch,4729c93ba705a3bf
2528,Kier Gooch,Kier,Gooch,,1986-04-21,,155.0,,,1bda4867f1baceac
2529,Kiichi Kunimoto,Kiichi,Kunimoto,Strasser,1981-05-01,177.8,170.0,71.0,Orthodox,71df36d6d8cf0d74
2530,Kim Couture,Kim,Couture,Sugar Free,1975-12-18,172.7,135.0,,Orthodox,84c43f0d25f15b0b
2531,Kim In Seok,Kim In,Seok,,,167.6,145.0,,Orthodox,88b250ba222c3a98
2532,Kim Tran,,,,1996-11-22,,115.0,,,5f440fdb94f626c5
